id_movie,title,year,action,adventure,animation,children's,comedy,crime,documentary,drama,fantasy,film-noir,horror,musical,mystery,romance,sci-fi,thriller,war,western,average_rating,rater_count
43,Restoration,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.44578,166
44,Mortal Kombat,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78778,311
45,To Die For,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.42463,544
46,How to Make an American Quilt,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.10843,166
47,Seven (Se7en),1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.10642,1137
48,Pocahontas,1995,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.97644,382
49,When Night Is Falling,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.74074,27
50,Usual Suspects The,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.51711,1783
51,Guardian Angel,1994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52,Mighty Aphrodite,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64037,431
53,Lamerica,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.75,8
54,Big Green The,1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56098,41
55,Georgia,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.06667,45
56,Kids of the Round Table,1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9
57,Home for the Holidays,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.40404,99
58,Postino Il (The Postman),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.09381,501
59,Confessional The (Le Confessionnal),1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.75,8
60,Indian in the Cupboard The,1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.21289,357
61,Eye for an Eye,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,67
62,Mr. Holland's Opus,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.69686,541
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85586,111
64,Two if by Sea,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.26582,79
65,Bio-Dome,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06294,143
66,Lawnmower Man 2: Beyond Cyberspace,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.6701,97
67,Two Bits,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.25,4
68,French Twist (Gazon maudit),1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.45,60
69,Friday,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65517,319
70,From Dusk Till Dawn,1996,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.15646,914
71,Fair Game,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10417,96
72,Kicking and Screaming,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.63441,93
73,Misérables Les,1995,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.81696,224
74,Bed of Roses,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.975,120
75,Big Bully,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.91667,12
76,Screamers,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.85393,178
77,Nico Icon,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.76471,34
78,Crossing Guard The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.26,50
79,Juror The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.60526,114
80,White Balloon The (Badkonake Sefid ),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.82692,52
81,Things to Do in Denver when You're Dead,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.16265,166
82,Antonia's Line (Antonia),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8764,89
83,Once Upon a Time... When We Were Colored,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.69697,33
84,Last Summer in the Hamptons,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.09524,21
85,Angels and Insects,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.40206,194
86,White Squall,1996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.39407,236
87,Dunston Checks In,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21053,76
88,Black Sheep,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94271,192
89,Nick of Time,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.07424,229
90,Journey of August King The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.66667,6
92,Mary Reilly,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.34091,88
93,Vampire in Brooklyn,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.23596,89
94,Beautiful Girls,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.72527,182
95,Broken Arrow,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.87618,638
96,In the Bleak Midwinter,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92308,13
97,Hate (Haine La),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75,44
98,Shopping,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6
99,Heidi Fleiss: Hollywood Madam,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.46,50
100,City Hall,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0625,128
101,Bottle Rocket,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86957,253
102,Mr. Wrong,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81667,60
103,Unforgettable,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.21212,33
104,Happy Gilmore,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52639,682
105,Bridges of Madison County The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.23256,387
106,Nobody Loves Me (Keiner liebt mich),1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.58333,12
107,Muppet Treasure Island,1996,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.14844,256
108,Catwalk,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.85714,7
109,Headless Body in Topless Bar,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Braveheart,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.23496,2443
111,Taxi Driver,1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.18387,1240
112,Rumble in the Bronx,1995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.44386,570
113,Before and After,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.98113,53
114,Margaret's Museum,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.09091,11
115,Happiness Is in the Field,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Anne Frank Remembered,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.09756,41
117,Young Poisoner's Handbook The,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.63291,79
118,If Lucy Fell,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.07353,68
119,Steal Big Steal Little,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46154,13
120,Race the Sun,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.66667,3
121,Boys of St. Vincent The,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.05405,37
122,Boomerang,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.76804,194
123,Chungking Express,1994,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3.86957,115
124,Star Maker The (Uomo delle stelle L'),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.21429,14
125,Flirting With Disaster,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83333,318
126,NeverEnding Story III The,1994,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9899,99
127,Silence of the Palace The (Saimt el Qusur),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
128,Jupiter's Wife,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.33333,12
129,Pie in the Sky,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.30769,13
130,Angela,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2
131,Frankie Starlight,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0625,16
132,Jade,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.49451,91
133,Nueba Yol,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
134,Sonic Outlaws,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2
135,Down Periscope,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81203,133
136,From the Journals of Jean Seberg,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25,8
137,Man of the Year,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,13
138,Neon Bible The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,2
139,Target,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1
140,Up Close and Personal,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.16547,139
141,Birdcage The,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54985,682
142,Shadows (Cienie),1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
143,Gospa,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,Brothers McMullen The,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39261,433
145,Bad Boys,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29558,362
146,Amazing Panda Adventure The,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88889,18
147,Basketball Diaries The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.54144,181
148,Awfully Big Adventure An,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.78261,23
149,Amateur,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3.78723,47
150,Apollo 13,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.07354,1251
151,Rob Roy,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.58845,554
152,Addiction The,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,69
153,Batman Forever,1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.64221,777
154,Belle de jour,1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.72619,168
155,Beyond Rangoon,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.41379,87
156,Blue in the Face,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56061,66
157,Canadian Bacon,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.73262,187
158,Casper,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98069,259
159,Clockers,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.28448,116
160,Congo,1995,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.23894,565
161,Crimson Tide,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.72368,760
162,Crumb,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.06314,491
163,Desperado,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.45741,540
164,Devil in a Blue Dress,1995,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3.56728,379
165,Die Hard: With a Vengeance,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.56121,825
166,Doom Generation The,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.45902,61
167,Feast of July,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6,5
168,First Knight,1995,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.95028,362
169,Free Willy 2: The Adventure Home,1995,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0177,113
170,Hackers,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.14642,321
171,Jeffrey,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56989,93
172,Johnny Mnemonic,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.57642,458
173,Judge Dredd,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.30851,564
174,Jury Duty,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30864,81
175,Kids,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.47727,220
176,Living in Oblivion,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91707,205
177,Lord of Illusions,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.73381,139
178,Love & Human Remains,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47368,19
179,Mad Love,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.20833,48
180,Mallrats,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54767,451
181,Mighty Morphin Power Rangers: The Movie,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6129,93
182,Moonlight and Valentino,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.14286,49
183,Mute Witness,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.48276,29
184,Nadja,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.34615,26
185,Net The,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.86995,569
186,Nine Months,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76303,211
187,Party Girl,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2381,105
188,Prophecy The,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.22105,190
189,Reckless,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,15
190,Safe,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.75,100
191,Scarlet Letter The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.46667,75
192,Show The,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
193,Showgirls,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.05069,217
194,Smoke,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75587,213
195,Something to Talk About,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2.84146,164
196,Species,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.82364,550
197,Stars Fell on Henrietta The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.05882,17
198,Strange Days,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.29587,605
199,Umbrellas of Cherbourg The (Parapluies de Cherbourg Les),1964,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.81197,117
200,Tie That Binds The,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.41667,12
201,Three Wishes,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.63636,33
202,Total Eclipse,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5,30
203,To Wong Foo Thanks for Everything! Julie Newmar,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05419,203
204,Under Siege 2: Dark Territory,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92118,203
205,Unstrung Heroes,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.61176,85
206,Unzipped,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.67073,82
207,Walk in the Clouds A,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.13242,219
208,Waterworld,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63134,651
209,White Man's Burden,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.46154,52
210,Wild Bill,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.14634,41
211,Browning Version The,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.55882,34
212,Bushwhacked,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92857,14
213,Burnt By the Sun (Utomlyonnye solntsem),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.05691,123
214,Before the Rain (Pred dozhdot),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.25,28
215,Before Sunrise,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.80625,160
216,Billy Madison,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1831,355
217,Babysitter The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.625,64
218,Boys on the Side,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.12821,195
219,Cure The,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.18182,22
220,Castle Freak,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.82143,28
222,Circle of Friends,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.54711,329
223,Clerks,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94688,1412
224,Don Juan DeMarco,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.39119,386
225,Disclosure,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.17323,254
226,Dream Man,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
227,Drop Zone,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67442,129
228,Destiny Turns on the Radio,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15385,13
229,Death and the Maiden,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.5,108
230,Dolores Claiborne,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.45272,349
231,Dumb & Dumber,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19242,660
232,Eat Drink Man Woman,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.07514,346
233,Exotica,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.61277,235
234,Exit to Eden,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22449,147
235,Ed Wood,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.69687,927
236,French Kiss,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.30368,326
237,Forget Paris,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.97276,257
238,Far From Home: The Adventures of Yellow Dog,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8125,32
239,Goofy Movie A,1995,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.875,168
240,Hideaway,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.71111,45
241,Fluke,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.31034,29
242,Farinelli: il castrato,1994,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.5,80
243,Gordy,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,10
244,Gumby: The Movie,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,10
245,Glass Shield The,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,11
246,Hoop Dreams,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.18855,716
